Date,Ticker,Adj Close,Close,High,Low,Open,Volume
2021-03-26 09:30:00-04:00,AAPL,120.92990112304688,120.92990112304688,120.9800033569336,120.41999816894531,120.41999816894531,3038570
2021-03-26 09:30:00-04:00,MSFT,232.74000549316406,232.74000549316406,232.74000549316406,232.0749969482422,232.11000061035156,683757
2021-03-26 09:32:00-04:00,AAPL,120.94000244140625,120.94000244140625,121.08000183105469,120.79000091552734,120.93000030517578,663750
2021-03-26 09:32:00-04:00,MSFT,233.17359924316406,233.17359924316406,233.39999389648438,232.6999969482422,232.6999969482422,172267
2021-03-26 09:34:00-04:00,AAPL,120.55000305175781,120.55000305175781,120.96499633789062,120.52999877929688,120.93000030517578,594889
2021-03-26 09:34:00-04:00,MSFT,232.72000122070312,232.72000122070312,233.4499969482422,232.6199951171875,233.14999389648438,136046
2021-03-26 09:36:00-04:00,AAPL,120.72000122070312,120.72000122070312,120.9000015258789,120.37999725341797,120.55999755859375,667183
2021-03-26 09:36:00-04:00,MSFT,233.4199981689453,233.4199981689453,233.44000244140625,232.67999267578125,232.75,131475
2021-03-26 09:38:00-04:00,AAPL,120.84500122070312,120.84500122070312,120.86000061035156,120.69499969482422,120.72000122070312,436558
2021-03-26 09:38:00-04:00,MSFT,233.75,233.75,233.77999877929688,233.39999389648438,233.4199981689453,157827
2021-03-26 09:40:00-04:00,AAPL,120.58000183105469,120.58000183105469,120.94730377197266,120.55239868164062,120.8499984741211,659604
2021-03-26 09:40:00-04:00,MSFT,233.5500030517578,233.5500030517578,233.94000244140625,233.3249969482422,233.75,128134
2021-03-26 09:42:00-04:00,AAPL,120.31780242919922,120.31780242919922,120.61910247802734,120.22000122070312,120.5790023803711,696411
2021-03-26 09:42:00-04:00,MSFT,233.09500122070312,233.09500122070312,233.5800018310547,232.89999389648438,233.5399932861328,170009
2021-03-26 09:44:00-04:00,AAPL,120.32499694824219,120.32499694824219,120.45999908447266,120.19999694824219,120.30500030517578,595198
2021-03-26 09:44:00-04:00,MSFT,233.27999877929688,233.27999877929688,233.3300018310547,232.8300018310547,233.10000610351562,135211
2021-03-26 09:46:00-04:00,AAPL,120.5,120.5,120.56999969482422,120.23999786376953,120.33000183105469,619598
2021-03-26 09:46:00-04:00,MSFT,233.4250030517578,233.4250030517578,233.61000061035156,233.27000427246094,233.2899932861328,118492
2021-03-26 09:48:00-04:00,AAPL,120.5250015258789,120.5250015258789,120.61000061035156,120.4800033569336,120.5,417927
2021-03-26 09:48:00-04:00,MSFT,233.4149932861328,233.4149932861328,233.60000610351562,233.19000244140625,233.4499969482422,110543
2021-03-26 09:50:00-04:00,AAPL,120.5199966430664,120.5199966430664,120.62999725341797,120.4800033569336,120.5199966430664,474651
2021-03-26 09:50:00-04:00,MSFT,233.2050018310547,233.2050018310547,233.53500366210938,233.14999389648438,233.39999389648438,133787
2021-03-26 09:52:00-04:00,AAPL,120.43000030517578,120.43000030517578,120.55000305175781,120.37999725341797,120.52300262451172,377858
2021-03-26 09:52:00-04:00,MSFT,233.2100067138672,233.2100067138672,233.38999938964844,233.1199951171875,233.1999969482422,76925
2021-03-26 09:54:00-04:00,AAPL,120.48500061035156,120.48500061035156,120.56999969482422,120.41000366210938,120.44000244140625,400358
2021-03-26 09:54:00-04:00,MSFT,233.30999755859375,233.30999755859375,233.38999938964844,233.18499755859375,233.2100067138672,97796
2021-03-26 09:56:00-04:00,AAPL,120.4010009765625,120.4010009765625,120.55000305175781,120.30000305175781,120.48809814453125,333902
2021-03-26 09:56:00-04:00,MSFT,233.3800048828125,233.3800048828125,233.4600067138672,233.08999633789062,233.32000732421875,118961
2021-03-26 09:58:00-04:00,AAPL,120.13999938964844,120.13999938964844,120.41000366210938,120.01000213623047,120.40769958496094,914020
2021-03-26 09:58:00-04:00,MSFT,233.0800018310547,233.0800018310547,233.3885955810547,232.9499969482422,233.3885955810547,117037
2021-03-26 10:00:00-04:00,AAPL,120.26499938964844,120.26499938964844,120.37999725341797,120.0999984741211,120.1500015258789,799145
2021-03-26 10:00:00-04:00,MSFT,232.82000732421875,232.82000732421875,233.2100067138672,232.63999938964844,233.0800018310547,148185
2021-03-26 10:02:00-04:00,AAPL,120.69999694824219,120.69999694824219,120.72000122070312,120.20500183105469,120.2699966430664,645630
2021-03-26 10:02:00-04:00,MSFT,233.4499969482422,233.4499969482422,233.5500030517578,232.72999572753906,232.83999633789062,125520
2021-03-26 10:04:00-04:00,AAPL,120.5999984741211,120.5999984741211,120.76000213623047,120.5999984741211,120.69999694824219,460144
2021-03-26 10:04:00-04:00,MSFT,233.52000427246094,233.52000427246094,233.7100067138672,233.39999389648438,233.4499969482422,107006
2021-03-26 10:06:00-04:00,AAPL,120.44999694824219,120.44999694824219,120.65010070800781,120.37999725341797,120.59989929199219,396110
2021-03-26 10:06:00-04:00,MSFT,233.52999877929688,233.52999877929688,233.69000244140625,233.38999938964844,233.52000427246094,142785
2021-03-26 10:08:00-04:00,AAPL,120.41999816894531,120.41999816894531,120.45999908447266,120.30010223388672,120.45999908447266,381500
2021-03-26 10:08:00-04:00,MSFT,233.50999450683594,233.50999450683594,233.58999633789062,233.14999389648438,233.5500030517578,106990
2021-03-26 10:10:00-04:00,AAPL,120.3511962890625,120.3511962890625,120.48999786376953,120.25,120.41999816894531,405738
2021-03-26 10:10:00-04:00,MSFT,233.1699981689453,233.1699981689453,233.52000427246094,233.02999877929688,233.5,84670
2021-03-26 10:12:00-04:00,AAPL,120.29000091552734,120.29000091552734,120.3678970336914,120.18000030517578,120.36000061035156,363693
2021-03-26 10:12:00-04:00,MSFT,233.13999938964844,233.13999938964844,233.27000427246094,232.89999389648438,233.1699981689453,73986
2021-03-26 10:14:00-04:00,AAPL,120.08979797363281,120.08979797363281,120.32420349121094,120.04000091552734,120.29499816894531,514194
2021-03-26 10:14:00-04:00,MSFT,233.0749969482422,233.0749969482422,233.24000549316406,232.9499969482422,233.1699981689453,97535
2021-03-26 10:16:00-04:00,AAPL,119.98999786376953,119.98999786376953,120.09629821777344,119.94000244140625,120.09629821777344,728536
2021-03-26 10:16:00-04:00,MSFT,232.88999938964844,232.88999938964844,233.13999938964844,232.86000061035156,233.10000610351562,86842
2021-03-26 10:18:00-04:00,AAPL,119.86910247802734,119.86910247802734,120.05999755859375,119.86000061035156,119.98999786376953,531115
2021-03-26 10:18:00-04:00,MSFT,232.625,232.625,232.92999267578125,232.61000061035156,232.88999938964844,74987
2021-03-26 10:20:00-04:00,AAPL,119.97000122070312,119.97000122070312,120.04499816894531,119.86830139160156,119.86830139160156,509833
2021-03-26 10:20:00-04:00,MSFT,232.81500244140625,232.81500244140625,232.94000244140625,232.6387939453125,232.6387939453125,133454
2021-03-26 10:22:00-04:00,AAPL,119.88999938964844,119.88999938964844,120.0,119.80999755859375,119.9800033569336,512039
2021-03-26 10:22:00-04:00,MSFT,232.60000610351562,232.60000610351562,232.85499572753906,232.42999267578125,232.82000732421875,122619
2021-03-26 10:24:00-04:00,AAPL,120.02999877929688,120.02999877929688,120.12999725341797,119.81999969482422,119.9000015258789,471447
2021-03-26 10:24:00-04:00,MSFT,232.89999389648438,232.89999389648438,232.9550018310547,232.52999877929688,232.63999938964844,79338
2021-03-26 10:26:00-04:00,AAPL,120.13459777832031,120.13459777832031,120.13999938964844,119.98999786376953,120.0199966430664,430688
2021-03-26 10:26:00-04:00,MSFT,233.0800018310547,233.0800018310547,233.0800018310547,232.8300018310547,232.8800048828125,81706
2021-03-26 10:28:00-04:00,AAPL,120.26000213623047,120.26000213623047,120.26000213623047,120.10379791259766,120.13829803466797,485158
2021-03-26 10:28:00-04:00,MSFT,233.4250030517578,233.4250030517578,233.44000244140625,233.02000427246094,233.05999755859375,94083
2021-03-26 10:30:00-04:00,AAPL,120.32679748535156,120.32679748535156,120.33999633789062,120.21009826660156,120.26499938964844,474336
2021-03-26 10:30:00-04:00,MSFT,233.60699462890625,233.60699462890625,233.66000366210938,233.36000061035156,233.4199981689453,122224
2021-03-26 10:32:00-04:00,AAPL,120.2750015258789,120.2750015258789,120.41999816894531,120.22489929199219,120.33499908447266,541507
2021-03-26 10:32:00-04:00,MSFT,233.63999938964844,233.63999938964844,233.75999450683594,233.47999572753906,233.6199951171875,124998
2021-03-26 10:34:00-04:00,AAPL,120.36000061035156,120.36000061035156,120.43000030517578,120.29000091552734,120.30000305175781,358209
2021-03-26 10:34:00-04:00,MSFT,233.4499969482422,233.4499969482422,233.66000366210938,233.38999938964844,233.6199951171875,99373
2021-03-26 10:36:00-04:00,AAPL,120.38999938964844,120.38999938964844,120.47709655761719,120.36000061035156,120.37000274658203,354618
2021-03-26 10:36:00-04:00,MSFT,233.50999450683594,233.50999450683594,233.55999755859375,233.35000610351562,233.4499969482422,64691
2021-03-26 10:38:00-04:00,AAPL,120.39099884033203,120.39099884033203,120.4800033569336,120.37999725341797,120.39990234375,318686
2021-03-26 10:38:00-04:00,MSFT,233.47999572753906,233.47999572753906,233.64999389648438,233.4499969482422,233.49000549316406,56944
2021-03-26 10:40:00-04:00,AAPL,120.41010284423828,120.41010284423828,120.47000122070312,120.33999633789062,120.4000015258789,280499
2021-03-26 10:40:00-04:00,MSFT,233.58999633789062,233.58999633789062,233.67999267578125,233.3800048828125,233.49989318847656,59902
2021-03-26 10:42:00-04:00,AAPL,120.34539794921875,120.34539794921875,120.41999816894531,120.33000183105469,120.41000366210938,246808
2021-03-26 10:42:00-04:00,MSFT,233.7100067138672,233.7100067138672,233.72999572753906,233.52499389648438,233.61000061035156,45447
2021-03-26 10:44:00-04:00,AAPL,120.5199966430664,120.5199966430664,120.63999938964844,120.33000183105469,120.3499984741211,454135
2021-03-26 10:44:00-04:00,MSFT,233.77999877929688,233.77999877929688,234.0500030517578,233.72000122070312,233.72999572753906,98451
2021-03-26 10:46:00-04:00,AAPL,120.39749908447266,120.39749908447266,120.61990356445312,120.38999938964844,120.52539825439453,366112
2021-03-26 10:46:00-04:00,MSFT,233.9600067138672,233.9600067138672,234.14999389648438,233.7899932861328,233.80999755859375,70826
2021-03-26 10:48:00-04:00,AAPL,120.11250305175781,120.11250305175781,120.4000015258789,120.0999984741211,120.38999938964844,778268
2021-03-26 10:48:00-04:00,MSFT,233.8800048828125,233.8800048828125,234.05999755859375,233.77999877929688,233.9799041748047,98238
2021-03-26 10:50:00-04:00,AAPL,120.19000244140625,120.19000244140625,120.19999694824219,120.08000183105469,120.11499786376953,383745
2021-03-26 10:50:00-04:00,MSFT,233.92999267578125,233.92999267578125,234.10000610351562,233.72999572753906,233.91000366210938,70776
2021-03-26 10:52:00-04:00,AAPL,120.01820373535156,120.01820373535156,120.21499633789062,120.0,120.19999694824219,457295
2021-03-26 10:52:00-04:00,MSFT,233.7100067138672,233.7100067138672,233.94000244140625,233.6300048828125,233.94000244140625,61655
2021-03-26 10:54:00-04:00,AAPL,120.00980377197266,120.00980377197266,120.05999755859375,119.91000366210938,120.01499938964844,577200
2021-03-26 10:54:00-04:00,MSFT,233.77000427246094,233.77000427246094,233.83999633789062,233.61000061035156,233.7100067138672,61103
2021-03-26 10:56:00-04:00,AAPL,120.12000274658203,120.12000274658203,120.17500305175781,119.95999908447266,120.0,372421
2021-03-26 10:56:00-04:00,MSFT,233.9600067138672,233.9600067138672,234.0,233.63999938964844,233.72999572753906,83196
2021-03-26 10:58:00-04:00,AAPL,120.13999938964844,120.13999938964844,120.1500015258789,120.0,120.11990356445312,271207
2021-03-26 10:58:00-04:00,MSFT,233.80999755859375,233.80999755859375,233.9499969482422,233.6699981689453,233.94000244140625,55797
2021-03-26 11:00:00-04:00,AAPL,120.01170349121094,120.01170349121094,120.1500015258789,119.94000244140625,120.1500015258789,348904
2021-03-26 11:00:00-04:00,MSFT,233.77000427246094,233.77000427246094,233.86990356445312,233.60000610351562,233.80999755859375,106491
2021-03-26 11:02:00-04:00,AAPL,120.04000091552734,120.04000091552734,120.05999755859375,119.98999786376953,120.02999877929688,279647
2021-03-26 11:02:00-04:00,MSFT,233.57000732421875,233.57000732421875,233.7949981689453,233.3800048828125,233.77000427246094,72111
2021-03-26 11:04:00-04:00,AAPL,120.11000061035156,120.11000061035156,120.13619995117188,119.9749984741211,120.03500366210938,349181
2021-03-26 11:04:00-04:00,MSFT,233.72999572753906,233.72999572753906,233.82000732421875,233.55999755859375,233.57000732421875,57669
2021-03-26 11:06:00-04:00,AAPL,120.1050033569336,120.1050033569336,120.25,120.08999633789062,120.11000061035156,408276
2021-03-26 11:06:00-04:00,MSFT,233.72000122070312,233.72000122070312,233.89999389648438,233.67999267578125,233.74000549316406,58499
2021-03-26 11:08:00-04:00,AAPL,120.08999633789062,120.08999633789062,120.16500091552734,120.04000091552734,120.11000061035156,221757
2021-03-26 11:08:00-04:00,MSFT,233.8800048828125,233.8800048828125,234.0,233.63999938964844,233.7100067138672,74047
2021-03-26 11:10:00-04:00,AAPL,119.88500213623047,119.88500213623047,120.12000274658203,119.81999969482422,120.08999633789062,612969
2021-03-26 11:10:00-04:00,MSFT,233.5,233.5,233.94000244140625,233.3800048828125,233.8800048828125,119563
2021-03-26 11:12:00-04:00,AAPL,119.87000274658203,119.87000274658203,119.91999816894531,119.79119873046875,119.88500213623047,426597
2021-03-26 11:12:00-04:00,MSFT,233.4600067138672,233.4600067138672,233.5778045654297,233.3300018310547,233.50999450683594,70145
2021-03-26 11:14:00-04:00,AAPL,119.87000274658203,119.87000274658203,119.95500183105469,119.8499984741211,119.87999725341797,257785
